id,neo_summary_id,neo_id,date,name,diameter_min,diameter_max,is_hazardous
300,1,2549328,2025-12-02,549328 (2011 GO27),0.4232090797,0.9463242708,0
301,1,54249330,2025-12-02,(2022 EQ2),0.0407901194,0.0912094798,0
302,1,54554706,2025-12-02,(2025 US6),0.0016709174,0.0037362848,0
303,1,54561768,2025-12-02,(2025 VC5),0.0240522094,0.0537823753,0
304,1,54562093,2025-12-02,(2025 WG),0.0126868842,0.0283687355,0
305,1,54564111,2025-12-02,(2025 WG8),0.0364044921,0.0814029191,0
306,1,54564354,2025-12-02,(2025 WW9),0.0477259934,0.1067185655,0
307,1,54564808,2025-12-02,(2025 WC16),0.0216747939,0.0484663126,0
308,1,3561773,2025-12-02,(2011 GO27),0.4212646106,0.9419763057,0
309,1,3771023,2025-12-02,(2017 EC3),0.0840533402,0.1879489824,0
310,1,3836411,2025-12-02,(2018 WC2),0.02658,0.0594346868,0
311,1,2549328,2025-12-02,549328 (2011 GO27),0.4232090797,0.9463242708,0
312,1,54249330,2025-12-02,(2022 EQ2),0.0407901194,0.0912094798,0
313,1,54554706,2025-12-02,(2025 US6),0.0016709174,0.0037362848,0
314,1,54561768,2025-12-02,(2025 VC5),0.0240522094,0.0537823753,0
315,1,54562093,2025-12-02,(2025 WG),0.0126868842,0.0283687355,0
316,1,54564111,2025-12-02,(2025 WG8),0.0364044921,0.0814029191,0
317,1,54564354,2025-12-02,(2025 WW9),0.0477259934,0.1067185655,0
318,1,54564808,2025-12-02,(2025 WC16),0.0216747939,0.0484663126,0
319,1,3561773,2025-12-02,(2011 GO27),0.4212646106,0.9419763057,0
320,1,3771023,2025-12-02,(2017 EC3),0.0840533402,0.1879489824,0
321,1,3836411,2025-12-02,(2018 WC2),0.02658,0.0594346868,0
322,1,2549328,2025-12-02,549328 (2011 GO27),0.4232090797,0.9463242708,0
323,1,54249330,2025-12-02,(2022 EQ2),0.0407901194,0.0912094798,0
324,1,54554706,2025-12-02,(2025 US6),0.0016709174,0.0037362848,0
325,1,54561768,2025-12-02,(2025 VC5),0.0240522094,0.0537823753,0
326,1,54562093,2025-12-02,(2025 WG),0.0126868842,0.0283687355,0
327,1,54564111,2025-12-02,(2025 WG8),0.0364044921,0.0814029191,0
328,1,54564354,2025-12-02,(2025 WW9),0.0477259934,0.1067185655,0
329,1,54564808,2025-12-02,(2025 WC16),0.0216747939,0.0484663126,0
330,1,3561773,2025-12-02,(2011 GO27),0.4212646106,0.9419763057,0
331,1,3771023,2025-12-02,(2017 EC3),0.0840533402,0.1879489824,0
332,1,3836411,2025-12-02,(2018 WC2),0.02658,0.0594346868,0
333,1,2549328,2025-12-02,549328 (2011 GO27),0.4232090797,0.9463242708,0
334,1,54249330,2025-12-02,(2022 EQ2),0.0407901194,0.0912094798,0
335,1,54554706,2025-12-02,(2025 US6),0.0016709174,0.0037362848,0
336,1,54561768,2025-12-02,(2025 VC5),0.0240522094,0.0537823753,0
337,1,54562093,2025-12-02,(2025 WG),0.0126868842,0.0283687355,0
338,1,54564111,2025-12-02,(2025 WG8),0.0364044921,0.0814029191,0
339,1,54564354,2025-12-02,(2025 WW9),0.0477259934,0.1067185655,0
