neo_item_id,neo_name,neo_date,diameter_min_km,diameter_max_km,is_hazardous,apod_id,apod_title,apod_date,apod_url,match_type,match_score
285,(2025 WC16),2025-12-02,0.0216747939,0.0484663126,0,1366,M77: Spiral Galaxy with an Active Center,2025-12-02,https://apod.nasa.gov/apod/image/2512/M77_Hubble_960.jpg,date_match,1.000
286,(2011 GO27),2025-12-02,0.4212646106,0.9419763057,0,1366,M77: Spiral Galaxy with an Active Center,2025-12-02,https://apod.nasa.gov/apod/image/2512/M77_Hubble_960.jpg,date_match,1.000
287,(2017 EC3),2025-12-02,0.0840533402,0.1879489824,0,1366,M77: Spiral Galaxy with an Active Center,2025-12-02,https://apod.nasa.gov/apod/image/2512/M77_Hubble_960.jpg,date_match,1.000
288,(2018 WC2),2025-12-02,0.02658,0.0594346868,0,1366,M77: Spiral Galaxy with an Active Center,2025-12-02,https://apod.nasa.gov/apod/image/2512/M77_Hubble_960.jpg,date_match,1.000
289,549328 (2011 GO27),2025-12-02,0.4232090797,0.9463242708,0,1366,M77: Spiral Galaxy with an Active Center,2025-12-02,https://apod.nasa.gov/apod/image/2512/M77_Hubble_960.jpg,date_match,1.000
290,(2022 EQ2),2025-12-02,0.0407901194,0.0912094798,0,1366,M77: Spiral Galaxy with an Active Center,2025-12-02,https://apod.nasa.gov/apod/image/2512/M77_Hubble_960.jpg,date_match,1.000
291,(2025 US6),2025-12-02,0.0016709174,0.0037362848,0,1366,M77: Spiral Galaxy with an Active Center,2025-12-02,https://apod.nasa.gov/apod/image/2512/M77_Hubble_960.jpg,date_match,1.000
292,(2025 VC5),2025-12-02,0.0240522094,0.0537823753,0,1366,M77: Spiral Galaxy with an Active Center,2025-12-02,https://apod.nasa.gov/apod/image/2512/M77_Hubble_960.jpg,date_match,1.000
293,(2025 WG),2025-12-02,0.0126868842,0.0283687355,0,1366,M77: Spiral Galaxy with an Active Center,2025-12-02,https://apod.nasa.gov/apod/image/2512/M77_Hubble_960.jpg,date_match,1.000
294,(2025 WG8),2025-12-02,0.0364044921,0.0814029191,0,1366,M77: Spiral Galaxy with an Active Center,2025-12-02,https://apod.nasa.gov/apod/image/2512/M77_Hubble_960.jpg,date_match,1.000
295,(2025 WW9),2025-12-02,0.0477259934,0.1067185655,0,1366,M77: Spiral Galaxy with an Active Center,2025-12-02,https://apod.nasa.gov/apod/image/2512/M77_Hubble_960.jpg,date_match,1.000
296,(2025 WC16),2025-12-02,0.0216747939,0.0484663126,0,1366,M77: Spiral Galaxy with an Active Center,2025-12-02,https://apod.nasa.gov/apod/image/2512/M77_Hubble_960.jpg,date_match,1.000
297,(2011 GO27),2025-12-02,0.4212646106,0.9419763057,0,1366,M77: Spiral Galaxy with an Active Center,2025-12-02,https://apod.nasa.gov/apod/image/2512/M77_Hubble_960.jpg,date_match,1.000
298,(2017 EC3),2025-12-02,0.0840533402,0.1879489824,0,1366,M77: Spiral Galaxy with an Active Center,2025-12-02,https://apod.nasa.gov/apod/image/2512/M77_Hubble_960.jpg,date_match,1.000
299,(2018 WC2),2025-12-02,0.02658,0.0594346868,0,1366,M77: Spiral Galaxy with an Active Center,2025-12-02,https://apod.nasa.gov/apod/image/2512/M77_Hubble_960.jpg,date_match,1.000
300,549328 (2011 GO27),2025-12-02,0.4232090797,0.9463242708,0,1366,M77: Spiral Galaxy with an Active Center,2025-12-02,https://apod.nasa.gov/apod/image/2512/M77_Hubble_960.jpg,date_match,1.000
301,(2022 EQ2),2025-12-02,0.0407901194,0.0912094798,0,1366,M77: Spiral Galaxy with an Active Center,2025-12-02,https://apod.nasa.gov/apod/image/2512/M77_Hubble_960.jpg,date_match,1.000
302,(2025 US6),2025-12-02,0.0016709174,0.0037362848,0,1366,M77: Spiral Galaxy with an Active Center,2025-12-02,https://apod.nasa.gov/apod/image/2512/M77_Hubble_960.jpg,date_match,1.000
303,(2025 VC5),2025-12-02,0.0240522094,0.0537823753,0,1366,M77: Spiral Galaxy with an Active Center,2025-12-02,https://apod.nasa.gov/apod/image/2512/M77_Hubble_960.jpg,date_match,1.000
304,(2025 WG),2025-12-02,0.0126868842,0.0283687355,0,1366,M77: Spiral Galaxy with an Active Center,2025-12-02,https://apod.nasa.gov/apod/image/2512/M77_Hubble_960.jpg,date_match,1.000
305,(2025 WG8),2025-12-02,0.0364044921,0.0814029191,0,1366,M77: Spiral Galaxy with an Active Center,2025-12-02,https://apod.nasa.gov/apod/image/2512/M77_Hubble_960.jpg,date_match,1.000
306,(2025 WW9),2025-12-02,0.0477259934,0.1067185655,0,1366,M77: Spiral Galaxy with an Active Center,2025-12-02,https://apod.nasa.gov/apod/image/2512/M77_Hubble_960.jpg,date_match,1.000
307,(2025 WC16),2025-12-02,0.0216747939,0.0484663126,0,1366,M77: Spiral Galaxy with an Active Center,2025-12-02,https://apod.nasa.gov/apod/image/2512/M77_Hubble_960.jpg,date_match,1.000
308,(2011 GO27),2025-12-02,0.4212646106,0.9419763057,0,1366,M77: Spiral Galaxy with an Active Center,2025-12-02,https://apod.nasa.gov/apod/image/2512/M77_Hubble_960.jpg,date_match,1.000
309,(2017 EC3),2025-12-02,0.0840533402,0.1879489824,0,1366,M77: Spiral Galaxy with an Active Center,2025-12-02,https://apod.nasa.gov/apod/image/2512/M77_Hubble_960.jpg,date_match,1.000
310,(2018 WC2),2025-12-02,0.02658,0.0594346868,0,1366,M77: Spiral Galaxy with an Active Center,2025-12-02,https://apod.nasa.gov/apod/image/2512/M77_Hubble_960.jpg,date_match,1.000
311,549328 (2011 GO27),2025-12-02,0.4232090797,0.9463242708,0,1366,M77: Spiral Galaxy with an Active Center,2025-12-02,https://apod.nasa.gov/apod/image/2512/M77_Hubble_960.jpg,date_match,1.000
312,(2022 EQ2),2025-12-02,0.0407901194,0.0912094798,0,1366,M77: Spiral Galaxy with an Active Center,2025-12-02,https://apod.nasa.gov/apod/image/2512/M77_Hubble_960.jpg,date_match,1.000
313,(2025 US6),2025-12-02,0.0016709174,0.0037362848,0,1366,M77: Spiral Galaxy with an Active Center,2025-12-02,https://apod.nasa.gov/apod/image/2512/M77_Hubble_960.jpg,date_match,1.000
314,(2025 VC5),2025-12-02,0.0240522094,0.0537823753,0,1366,M77: Spiral Galaxy with an Active Center,2025-12-02,https://apod.nasa.gov/apod/image/2512/M77_Hubble_960.jpg,date_match,1.000
315,(2025 WG),2025-12-02,0.0126868842,0.0283687355,0,1366,M77: Spiral Galaxy with an Active Center,2025-12-02,https://apod.nasa.gov/apod/image/2512/M77_Hubble_960.jpg,date_match,1.000
316,(2025 WG8),2025-12-02,0.0364044921,0.0814029191,0,1366,M77: Spiral Galaxy with an Active Center,2025-12-02,https://apod.nasa.gov/apod/image/2512/M77_Hubble_960.jpg,date_match,1.000
317,(2025 WW9),2025-12-02,0.0477259934,0.1067185655,0,1366,M77: Spiral Galaxy with an Active Center,2025-12-02,https://apod.nasa.gov/apod/image/2512/M77_Hubble_960.jpg,date_match,1.000
318,(2025 WC16),2025-12-02,0.0216747939,0.0484663126,0,1366,M77: Spiral Galaxy with an Active Center,2025-12-02,https://apod.nasa.gov/apod/image/2512/M77_Hubble_960.jpg,date_match,1.000
319,(2011 GO27),2025-12-02,0.4212646106,0.9419763057,0,1366,M77: Spiral Galaxy with an Active Center,2025-12-02,https://apod.nasa.gov/apod/image/2512/M77_Hubble_960.jpg,date_match,1.000
320,(2017 EC3),2025-12-02,0.0840533402,0.1879489824,0,1366,M77: Spiral Galaxy with an Active Center,2025-12-02,https://apod.nasa.gov/apod/image/2512/M77_Hubble_960.jpg,date_match,1.000
321,(2018 WC2),2025-12-02,0.02658,0.0594346868,0,1366,M77: Spiral Galaxy with an Active Center,2025-12-02,https://apod.nasa.gov/apod/image/2512/M77_Hubble_960.jpg,date_match,1.000
322,549328 (2011 GO27),2025-12-02,0.4232090797,0.9463242708,0,1366,M77: Spiral Galaxy with an Active Center,2025-12-02,https://apod.nasa.gov/apod/image/2512/M77_Hubble_960.jpg,date_match,1.000
323,(2022 EQ2),2025-12-02,0.0407901194,0.0912094798,0,1366,M77: Spiral Galaxy with an Active Center,2025-12-02,https://apod.nasa.gov/apod/image/2512/M77_Hubble_960.jpg,date_match,1.000
324,(2025 US6),2025-12-02,0.0016709174,0.0037362848,0,1366,M77: Spiral Galaxy with an Active Center,2025-12-02,https://apod.nasa.gov/apod/image/2512/M77_Hubble_960.jpg,date_match,1.000
325,(2025 VC5),2025-12-02,0.0240522094,0.0537823753,0,1366,M77: Spiral Galaxy with an Active Center,2025-12-02,https://apod.nasa.gov/apod/image/2512/M77_Hubble_960.jpg,date_match,1.000
326,(2025 WG),2025-12-02,0.0126868842,0.0283687355,0,1366,M77: Spiral Galaxy with an Active Center,2025-12-02,https://apod.nasa.gov/apod/image/2512/M77_Hubble_960.jpg,date_match,1.000
327,(2025 WG8),2025-12-02,0.0364044921,0.0814029191,0,1366,M77: Spiral Galaxy with an Active Center,2025-12-02,https://apod.nasa.gov/apod/image/2512/M77_Hubble_960.jpg,date_match,1.000
328,(2025 WW9),2025-12-02,0.0477259934,0.1067185655,0,1366,M77: Spiral Galaxy with an Active Center,2025-12-02,https://apod.nasa.gov/apod/image/2512/M77_Hubble_960.jpg,date_match,1.000
329,(2025 WC16),2025-12-02,0.0216747939,0.0484663126,0,1366,M77: Spiral Galaxy with an Active Center,2025-12-02,https://apod.nasa.gov/apod/image/2512/M77_Hubble_960.jpg,date_match,1.000
330,(2011 GO27),2025-12-02,0.4212646106,0.9419763057,0,1366,M77: Spiral Galaxy with an Active Center,2025-12-02,https://apod.nasa.gov/apod/image/2512/M77_Hubble_960.jpg,date_match,1.000
331,(2017 EC3),2025-12-02,0.0840533402,0.1879489824,0,1366,M77: Spiral Galaxy with an Active Center,2025-12-02,https://apod.nasa.gov/apod/image/2512/M77_Hubble_960.jpg,date_match,1.000
332,(2018 WC2),2025-12-02,0.02658,0.0594346868,0,1366,M77: Spiral Galaxy with an Active Center,2025-12-02,https://apod.nasa.gov/apod/image/2512/M77_Hubble_960.jpg,date_match,1.000
333,549328 (2011 GO27),2025-12-02,0.4232090797,0.9463242708,0,1366,M77: Spiral Galaxy with an Active Center,2025-12-02,https://apod.nasa.gov/apod/image/2512/M77_Hubble_960.jpg,date_match,1.000
334,(2022 EQ2),2025-12-02,0.0407901194,0.0912094798,0,1366,M77: Spiral Galaxy with an Active Center,2025-12-02,https://apod.nasa.gov/apod/image/2512/M77_Hubble_960.jpg,date_match,1.000
335,(2025 US6),2025-12-02,0.0016709174,0.0037362848,0,1366,M77: Spiral Galaxy with an Active Center,2025-12-02,https://apod.nasa.gov/apod/image/2512/M77_Hubble_960.jpg,date_match,1.000
336,(2025 VC5),2025-12-02,0.0240522094,0.0537823753,0,1366,M77: Spiral Galaxy with an Active Center,2025-12-02,https://apod.nasa.gov/apod/image/2512/M77_Hubble_960.jpg,date_match,1.000
337,(2025 WG),2025-12-02,0.0126868842,0.0283687355,0,1366,M77: Spiral Galaxy with an Active Center,2025-12-02,https://apod.nasa.gov/apod/image/2512/M77_Hubble_960.jpg,date_match,1.000
338,(2025 WG8),2025-12-02,0.0364044921,0.0814029191,0,1366,M77: Spiral Galaxy with an Active Center,2025-12-02,https://apod.nasa.gov/apod/image/2512/M77_Hubble_960.jpg,date_match,1.000
339,(2025 WW9),2025-12-02,0.0477259934,0.1067185655,0,1366,M77: Spiral Galaxy with an Active Center,2025-12-02,https://apod.nasa.gov/apod/image/2512/M77_Hubble_960.jpg,date_match,1.000
340,(2025 WC16),2025-12-02,0.0216747939,0.0484663126,0,1366,M77: Spiral Galaxy with an Active Center,2025-12-02,https://apod.nasa.gov/apod/image/2512/M77_Hubble_960.jpg,date_match,1.000
341,(2011 GO27),2025-12-02,0.4212646106,0.9419763057,0,1366,M77: Spiral Galaxy with an Active Center,2025-12-02,https://apod.nasa.gov/apod/image/2512/M77_Hubble_960.jpg,date_match,1.000
342,(2017 EC3),2025-12-02,0.0840533402,0.1879489824,0,1366,M77: Spiral Galaxy with an Active Center,2025-12-02,https://apod.nasa.gov/apod/image/2512/M77_Hubble_960.jpg,date_match,1.000
343,(2018 WC2),2025-12-02,0.02658,0.0594346868,0,1366,M77: Spiral Galaxy with an Active Center,2025-12-02,https://apod.nasa.gov/apod/image/2512/M77_Hubble_960.jpg,date_match,1.000
344,549328 (2011 GO27),2025-12-02,0.4232090797,0.9463242708,0,1366,M77: Spiral Galaxy with an Active Center,2025-12-02,https://apod.nasa.gov/apod/image/2512/M77_Hubble_960.jpg,date_match,1.000
345,(2022 EQ2),2025-12-02,0.0407901194,0.0912094798,0,1366,M77: Spiral Galaxy with an Active Center,2025-12-02,https://apod.nasa.gov/apod/image/2512/M77_Hubble_960.jpg,date_match,1.000
346,(2025 US6),2025-12-02,0.0016709174,0.0037362848,0,1366,M77: Spiral Galaxy with an Active Center,2025-12-02,https://apod.nasa.gov/apod/image/2512/M77_Hubble_960.jpg,date_match,1.000
347,(2025 VC5),2025-12-02,0.0240522094,0.0537823753,0,1366,M77: Spiral Galaxy with an Active Center,2025-12-02,https://apod.nasa.gov/apod/image/2512/M77_Hubble_960.jpg,date_match,1.000
348,(2025 WG),2025-12-02,0.0126868842,0.0283687355,0,1366,M77: Spiral Galaxy with an Active Center,2025-12-02,https://apod.nasa.gov/apod/image/2512/M77_Hubble_960.jpg,date_match,1.000
349,(2025 WG8),2025-12-02,0.0364044921,0.0814029191,0,1366,M77: Spiral Galaxy with an Active Center,2025-12-02,https://apod.nasa.gov/apod/image/2512/M77_Hubble_960.jpg,date_match,1.000
350,(2025 WW9),2025-12-02,0.0477259934,0.1067185655,0,1366,M77: Spiral Galaxy with an Active Center,2025-12-02,https://apod.nasa.gov/apod/image/2512/M77_Hubble_960.jpg,date_match,1.000
351,(2025 WC16),2025-12-02,0.0216747939,0.0484663126,0,1366,M77: Spiral Galaxy with an Active Center,2025-12-02,https://apod.nasa.gov/apod/image/2512/M77_Hubble_960.jpg,date_match,1.000
